Título|Ano de Publicação|Tipo de Acesso|Tipo de Documento|Assuntos|Idioma|Descrição|Link de Acesso
Dispersões críticas: artefatos ambientais complexos|||TRABALHO DE EVENTO-RESUMO|PENSAMENTO|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Expansão do Ensino Médio Integrado na rede federal paulista: uma análise da política institucional no período 2009-2018|||TESE|POLÍTICA EDUCACIONAL|Português||https://doi.org/10.11606/T.48.2024.tde-22012025-150216
Manejo químico de Cyperus rotundus na cultura da cana-de açúcar|||ARTIGO DE PERIODICO|TIRIRICA|Inglês||https://www.scielo.br/j/pd/a/4FvNwR4ZzzCZ3fwjNT6H9Vk/?lang%3Dpt%26format%3Dpdf
O futuro da ciência e tecnologia com a inteligência artificial com Osvaldo Oliveira|||TRABALHO DE EVENTO|PESQUISA CIENTÍFICA|Português||https://www.youtube.com/watch?v%3D-CnQYIuJ9eY
Understanding Cognitive Performance, Psychological Factors, and Personality Traits in Women Exposed to Intimate Partner Violence|||ARTIGO DE PERIODICO|COGNIÇÃO|Inglês||https://doi.org/10.1177/00332941241308776
De papiros milenares à conjecturas matemáticas com Odemir Martinez Bruno|||TRABALHO DE EVENTO|PESQUISA CIENTÍFICA|Português||https://www.youtube.com/watch?v%3DX_B6yAYWptY
The mindfulness bridge: exploring education and cognitive performance in older adults with low educational attainment|||ARTIGO DE PERIODICO|COGNIÇÃO|Inglês||https://doi.org/10.1016/j.ahr.2023.100168
Das questões que nos habitam: um panorama das universidades públicas brasileiras sobre relações de gênero na formação inicial docente|||TESE|ENSINO SUPERIOR|Português||https://doi.org/10.11606/T.48.2024.tde-22012025-143450
A ""bacia revestida de floresta"" tinha gente e tinha história: a adução do Rio Claro, seus antecedentes e implicações|||TESE|ABASTECIMENTO DE ÁGUA|Português||https://doi.org/10.11606/D.100.2024.tde-15042024-130940
Updates on the lake design for SWGO|||TRABALHO DE EVENTO-ANAIS PERIODICO|OBSERVATÓRIOS|Inglês||https://doi.org/10.22323/1.444.0653
Brazilian Materials Research Society Meeting - B-MRS, 22|||CURADORIA|APRENDIZADO COMPUTACIONAL|Inglês||
Surgical and camouflage orthodontic treatment of anterior open bite: comparison of profile attractiveness|||ARTIGO DE PERIODICO|MALOCLUSÃO|Inglês||https://doi.org/10.1111/ocr.12861
Coordination chemistry and molecular recognition properties of a multifunctional-N-heterocyclic bis(bipyridine)ruthenium(II) complex|||ARTIGO DE PERIODICO|LIGANTES|Inglês||https://dx.doi.org/10.1080/00958972.2024.2443043
Correlação entre tempo no alvo e hemoglobina glicada de pessoas com diabetes mellitus: revisão sistemática|||ARTIGO DE PERIODICO|REVISÃO SISTEMÁTICA|Português||https://doi.org/10.1590/1518-8345.6655.4090
Pollen morphology of Ligeriinae Hanst. (Gesneriaceae): diagnostic features and their systematic importance|||ARTIGO DE PERIODICO|PÓLEN|Inglês||https://doi.org/10.1016/j.revpalbo.2020.104363
Formação para o cuidador escolar sobre comunicação aumentativa e alternativa|||ARTIGO DE PERIODICO|EDUCAÇÃO ESPECIAL|Português||https://doi.org/10.9771/re.v13i2.55048
Agradecimentos|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|ENFERMAGEM|Português||
Treinamento de enfermagem em unidade de terapia intensiva|||MONOGRAFIA/LIVRO|ENFERMAGEM EM UNIDADES DE TERAPIA INTENSIVA|Português||
A democracia só é possível com acesso a informações verdadeiras [depoimento]: diz André Ramos Tavares, ao receber título em Brasília|||TEXTO NA WEB|CIDADANIA|Português||https://direito.usp.br/noticia/dd1074e5c842-a-democracia-so-e-possivel-com-acesso-a-informacoes-verdadeiras-diz-andre-ramos-tavares-ao-receber-titulo-em-brasilia-
Dark matter searches in dwarf spheroidal galaxies with the Cherenkov Telescope Array|||TRABALHO DE EVENTO-ANAIS PERIODICO|MATÉRIA ESCURA|Inglês||https://doi.org/10.22323/1.444.1366
A natural intergeneric hybrid of Gesneriaceae from Brazil|||ARTIGO DE PERIODICO|LAMIALES|Inglês||https://doi.org/10.11646/phytotaxa.497.2.2
Ernani Silva Bruno: trajetória intelectual e modo(s) de escrever o passado de São Paulo|||TESE|SÃO PAULO (SP)|Português||https://doi.org/10.11606/T.100.2024.tde-06062024-115839
Programa internacional da Faculdade de Direito completa dez anos com diplomação de alunos [depoimento a Julia Queiroz]|||TEXTO NA WEB|ENSINO JURÍDICO|Português||https://jornal.usp.br/institucional/programa-pites-da-faculdade-de-direito-completa-dez-anos-em-cerimonia-de-diplomacao-de-seus-alunos/
Resilience in older people: a concept analysis|||ARTIGO DE PERIODICO|IDOSOS|Inglês||https://doi.org/10.3390/healthcare11182491
Um tributo a Ivar Oddone e sua equipe|||ARTIGO DE PERIODICO|PSICOLOGIA SOCIAL|Português||https://revistas.usp.br/cpst/article/view/232508/210816
Diversidade arqueana dos ortognaisses e metagranitoides no sul do Cráton do São Francisco e implicações tectônicas|||TRABALHO DE EVENTO-RESUMO|TECTÔNICA DE PLACAS|Português||https://51cbg.com.br/site/cbg2024/anais
NET-targeted therapy: effects, limitations, and potential strategies to enhance treatment efficacy|||ARTIGO DE PERIODICO|RESULTADO DE TRATAMENTO|Inglês||https://doi.org/10.1016/j.tips.2023.06.007
Evolução geológica Arqueana entre 3,26–2,63 GA de uma porção do sul do Cráton do São Francisco|||TRABALHO DE EVENTO-RESUMO|ROCHAS ÍGNEAS|Português||https://51cbg.com.br/site/cbg2024/anais
Programa Agentes de Governo Aberto: estudo de caso de uma experiência de governo aberto e educação política da Prefeitura de São Paulo|||TESE|PARTICIPAÇÃO POLÍTICA|Português||https://doi.org/10.11606/D.100.2024.tde-01072024-130952
Manufacture details of a SWGO double-layer tank design: water cherenkov detector prototype|||TRABALHO DE EVENTO-ANAIS PERIODICO|OBSERVATÓRIOS|Inglês||https://doi.org/10.22323/1.444.0803
Gestão compartilhada em serviços de pronto atendimento: estudo de métodos mistos|||ARTIGO DE PERIODICO|ORGANIZAÇÕES DE PLANEJAMENTO EM SAÚDE|Português||https://doi.org/10.37689/acta-ape/2023AO014833
Forest fragment size and microhabitat effects on palm seed predation|||ARTIGO DE PERIODICO|PREDAÇÃO (BIOLOGIA)|Inglês||https://doi.org/10.1016/j.biocon.2005.10.049
Mapa geológico da porção oeste do Cinturão Mineiro e divisão em arcos magmáticos|||TRABALHO DE EVENTO-RESUMO|MAPA GEOLÓGICO|Português||https://51cbg.com.br/site/cbg2024/anais
𝑺𝒃 for gamma / hadron separation in SWGO|||TRABALHO DE EVENTO-ANAIS PERIODICO|OBSERVATÓRIOS|Inglês||https://doi.org/10.22323/1.444.0952
Ortognaisse Itutinga: novo TTG Riaciano do Cinturão Mineiro, Minas Gerais, Brasil|||TRABALHO DE EVENTO-RESUMO|CRISTALIZAÇÃO|Português||https://51cbg.com.br/site/cbg2024/anais
Estudo das relações entre os fatores críticos para a implantação das práticas de logística verde no transporte rodoviário de soja para exportação no Brasil por meio do método híbrido DEMATEL/ISM|||TESE|DESENVOLVIMENTO SUSTENTÁVEL|Português||https://doi.org/10.11606/D.100.2024.tde-03042024-111353
In vitro rearing of Toxoneuron nigriceps (Hymenoptera: Braconidae), a larval endoparasitoid of Heliothis virescens (Lepidoptera: Noctuidae) from early second instar to third instar larvae|||ARTIGO DE PERIODICO|LAGARTAS|Inglês||https://doi.org/10.1016/j.jinsphys.2006.05.010
Evidências petrogenéticas do Ortognaisse Bandeira, um novo corpo trondhjemítico riaciano do Cinturão Mineiro|||TRABALHO DE EVENTO-RESUMO|HIDROTERMALISMO|Português||https://51cbg.com.br/site/cbg2024/anais
Programa ouro alvo - fluxograma: metodologica do processo de concentração de ouro e seus minerais satélites ~ Terra Indígena Yanomami|||TRABALHO DE EVENTO-RESUMO|GARIMPAGEM|Português||https://51cbg.com.br/site/cbg2024/anais
Floresta virtual e sintetizando proteínas online: contribuições do EIC/CDCC com a RNEC 2022/2024|||TRABALHO DE EVENTO-RESUMO|DIVULGAÇÃO CIENTÍFICA|Português||
Influence of soil aging on sorption and bioavailability of simazine|||ARTIGO DE PERIODICO|SOLOS|Inglês||https://doi.org/10.1021/jf052343s
Comparison of the mechanisms of DNA damage following photoexcitation and chemiexcitation|||ARTIGO DE PERIODICO|RADIAÇÃO ULTRAVIOLETA|Inglês||https://dx.doi.org/10.1016/j.jphotobiol.2024.113070
A importância da calibração da mineralogia para modelos hidrogeoquímicos de águas subterrâneas mais assertivos|||TRABALHO DE EVENTO-RESUMO|ÁGUAS SUBTERRÂNEAS|Português||https://51cbg.com.br/site/cbg2024/anais
Celso Furtado: an ecological economist?|||ARTIGO DE PERIODICO|ECONOMIA AMBIENTAL|Inglês||https://www.sciencedirect.com/science/article/pii/S0921800925000229/pdfft?md5%3Df37290827b81d7e81ba5ba5b51a6caca%26pid%3D1-s2.0-S0921800925000229-main.pdf
Meal delivery and the local restaurant industry|||ARTIGO DE PERIODICO|PLATAFORMA DIGITAL|Inglês||https://www.sciencedirect.com/science/article/pii/S0143622825000190/pdfft?md5%3Dd2806805399d162fbe97ea05135739be%26pid%3D1-s2.0-S0143622825000190-main.pdf
Are mass transit projects and public transport planning overlooking uneven distributional effects? Empirical evidence from Sao Paulo, Brazil|||ARTIGO DE PERIODICO|DESIGUALDADES SOCIAIS|Inglês||https://doi.org/10.1016/j.jtrangeo.2024.103825
Separating cycle systems|||TRABALHO DE EVENTO|COMBINATÓRIA|Inglês||https://doi.org/10.37536/TYSP5643
Financiamento público (FIES e PROUNI) para o ensino de medicina no Brasil: uma revisão da literatura e as distorções criadas|||ARTIGO DE PERIODICO|INSTITUIÇÕES DE ENSINO|Português||https://doi.org/10.1590/0102-469825246
Absorção de dois fótons e dinâmica de estados excitados em derivados de bromo-chalcona|||TESE|PROPRIEDADES DOS MATERIAIS|Português||https://doi.org/10.11606/D.76.2025.tde-19022025-104005
Are we approaching the development of a novel calcium phosphate-based bioceramic dental material?|||ARTIGO DE PERIODICO|PORCELANA DENTÁRIA|Inglês||https://doi.org/10.1016/j.dental.2024.07.019
Mental health and coping strategies in graduate students in the COVID-19 pandemic|||ARTIGO DE PERIODICO|ESTUDANTES|Inglês||https://doi.org/10.1590/1518-8345.5012.3491
Inserção de módulos de gamificação no ambiente virtual desenvolvido com a estratégia de Blended Learning para o ensino da álgebra linear e geometria analítica|||TRABALHO DE EVENTO-RESUMO|GEOMETRIA ANALÍTICA|Português||https://static.even3.com/anais/993260.pdf
Synovial sarcoma of the temporomandibular joint and infratemporal fossa: a case report|||ARTIGO DE PERIODICO|SARCOMA|Inglês||https://doi.org/10.1016/j.joms.2024.07.018
Estudo dos efeitos antitumorais da Diacereína em linhagens celulares derivadas de câncer de colo de útero|||TESE|SUPERÓXIDO DISMUTASE|Português||https://doi.org/10.11606/T.5.2024.tde-12022025-160120
Efeitos do tratamento com microdose de lítio na perda da força e da massa muscular associadas à sarcopenia em modelo murino com envelhecimento acelerado|||TESE|LÍTIO|Português||https://doi.org/10.11606/D.100.2024.tde-24052024-113623
Espaço digital no Moodle-USP de apoio ao ensino de álgebra linear e geometria analítica nos cursos de engenharia, fundamentado na metodologia Blended Learning|||TRABALHO DE EVENTO|GEOMETRIA ANALÍTICA|Português||https://static.even3.com/anais/992745.pdf
The long trail: a chimera-like fossil crustacean interpreted as decapoda, stomatopoda, amphipoda and finally isopoda|||ARTIGO DE PERIODICO|DECAPODA|Inglês||https://doi.org/10.13130/2039-4942/15699
Estado nutricional como preditor de desfechos clínicos em crianças e adolescentes submetidos a transplante hepático|||TESE|TRANSPLANTE DE FÍGADO|Português||https://doi.org/10.11606/D.5.2024.tde-12022025-151438
Pesquisadores do CEM propõem métricas de desigualdade para planejamento das linhas de transporte público: cientistas analisaram os principais projetos para a rede de transporte da capital paulista e constataram que alguns agravam o problema|||ARTIGO DE JORNAL|MOBILIDADE URBANA|Português||https://www.poli.usp.br/noticias/noticiasdapoliusp/124887-pesquisadores-do-cem-propoem-metricas-de-desigualdade-para-planejamento-das-linhas-de-transporte-publico.html
A neurophysiology primer for mathematicians|||PARTE DE MONOGRAFIA/LIVRO|NEUROBIOLOGIA|Inglês||https://doi.org/10.1007/978-3-031-68409-8_1
Influence of Body Composition and Muscle Power Performance on Multiple Frequency Speed of Kick Test in Taekwondo Athletes|||ARTIGO DE PERIODICO|TESTES EM EDUCAÇÃO FÍSICA E ESPORTES|Inglês||https://doi.org/10.3390/sports12120322
Escolas ao ar livre e as salas-pátio: estudo comparativo entre Brasil e Portugal|||TRABALHO DE EVENTO-RESUMO|PÁTIO|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Síntese mecanoquímica de nanopartículas de prata plasmônicas|||TRABALHO DE EVENTO-RESUMO|NANOPARTÍCULAS|Português||https://uspdigital.usp.br/siicusp/siicPublicacao.jsp?codmnu%3D7210
O legado do patrimônio industrial em limeira, 1890-1960|||TRABALHO DE EVENTO-RESUMO|FERROVIAS|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
What do tree-growth archives tell us about anthropogenic pressures and their mitigations in the Atlantic Forest?|||ARTIGO DE PERIODICO|IMPACTOS AMBIENTAIS|Inglês||https://doi.org/10.1139/er-2024-0017
Food by-products as substrates for the design of a folate bio-enriched fermented beverage: evaluation of bioavailability and effects on vitamin D receptor (VDR) and folate transporters gene expression in vitro and in vivo|||TESE|BACTÉRIAS LÁTICAS|Inglês||https://doi.org/10.11606/T.112.2024.tde-19022025-160228
Interação de ligantes selecionados e complexos de zinco(II) com biomoléculas de interesse medicinal na doença de Alzheimer|||TRABALHO DE EVENTO-RESUMO|ESPECTROSCOPIA|Português||https://uspdigital.usp.br/siicusp/siicPublicacao.jsp?codmnu%3D7210
Unsatisfactory completeness of nurses’ records in the medical records of users with tuberculosis|||ARTIGO DE PERIODICO|ESTUDOS RETROSPECTIVOS|Inglês||https://doi.org/10.1590/0034-7167-2021-0316
Managing value creation paradoxes in social business: the role of the digital platform business model|||ARTIGO DE PERIODICO|PLATAFORMA DIGITAL|Inglês||https://bar.anpad.org.br/index.php/bar/article/view/681/598
A democracia uspiana avança|||ARTIGO DE JORNAL|PARTICIPAÇÃO COMUNITÁRIA|Português||https://jornal.usp.br/artigos/a-democracia-uspiana-avanca/
Chitosan/vanillin/polydimethylsiloxane scaffolds with tunable stiffness for muscle cell proliferation|||ARTIGO DE PERIODICO|ESPECTROSCOPIA|Inglês||https://dx.doi.org/10.1016/j.ijbiomac.2024.138445
Emergency department patient diagnostic communication: cohort study [Carta]|||ARTIGO DE PERIODICO-CARTA/EDITORIAL|ANAMNESE|Inglês||https://doi.org/10.1136/spcare-2023-004666
The genetic architecture of resistance to flubendiamide insecticide in Helicoverpa armigera (Hübner)|||ARTIGO DE PERIODICO|LAGARTAS|Inglês||https://doi.org/10.1371/journal.pone.0318154
Associação entre poluição atmosférica e fraturas por osteoporose em idosos no Brasil|||TESE|POLUIÇÃO ATMOSFÉRICA|Português||https://doi.org/10.11606/D.5.2024.tde-12022025-132606
Ataques à imprensa no Twitter e a relação com a ascensão do governo Bolsonaro|||TESE|POLÍTICA E GOVERNO|Português||https://doi.org/10.11606/D.100.2024.tde-24062024-192452
As políticas educacionais e arquitetônicas da organização para a cooperação e desenvolvimento econômico (OCDE) na América Latina, um laboratório social à agenda neoliberal|||TRABALHO DE EVENTO-RESUMO|POLÍTICAS PÚBLICAS|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Appetite for risk: theoretical framework and practical application in a technology-based environment|||ARTIGO DE PERIODICO|PLANEJAMENTO ESTRATÉGICO|Inglês||https://www.emerald.com/insight/content/doi/10.1108/jic-04-2024-0108/full/pdf?title%3Dappetite-for-risk-theoretical-framework-and-practical-application-in-a-technology-based-environment
Methylene blue and blood transfusion in hemorrhagic shock resuscitation: an experimental porcine study|||ARTIGO DE PERIODICO|HEMORRAGIA|Inglês||https://doi.org/10.21470/1678-9741-2023-0480
Lutar para habitar a terra: perspectivas de autonomia através de um projeto de território camponês na região cantuquiriguaçu, no Brasil (1996 - 2022)|||TRABALHO DE EVENTO-RESUMO|ASSENTAMENTOS HUMANOS|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Diversidade molecular de Virola officinalis Warb.|||TRABALHO DE EVENTO-RESUMO|FITOQUÍMICA|Português||https://uspdigital.usp.br/siicusp/siicPublicacao.jsp?codmnu%3D7210
Unraveling the dynamics of host specificity and resistance responses to potato virus Y, and implications for crop management|||ARTIGO DE PERIODICO|TOMATE|Inglês||https://doi.org/10.1007/s40858-025-00694-4
Recolha de circunstâncias: o diário como álbum|||ARTIGO DE PERIODICO|AUTOR|Português||https://biblio.fflch.usp.br/Pinto_JP_3230696_RecolhaDeCircunstancias.pdf
